t;force_n;position_mm
434.202688928;52.92983885572542;0.0
434.204688928;76.06908807525953;0.1
434.206688928;83.65617688681652;0.2
434.20868892799996;67.83734807731479;0.3
434.21068892799997;42.87898086752682;0.4
434.212688928;58.19902356022291;0.5
434.214688928;41.777038229049175;0.6
434.216688928;39.13897170955843;0.7
434.218688928;32.94326277589609;0.8
434.22068892799996;36.00294121031841;0.9
434.22268892799997;70.71849045452917;1.0
434.224688928;41.74119745027953;1.1
434.226688928;42.501581479107905;1.2
434.228688928;63.9133153560472;1.3
434.230688928;53.875482236333916;1.4
434.23268892799996;47.08584093860575;1.5
434.23468892799997;26.224299901651964;1.6
434.236688928;48.292660167580905;1.7
434.238688928;42.66648392257903;1.8
434.240688928;51.266569435685575;1.9
434.242688928;45.90484792344541;2.0
434.24468892799996;58.48122681771841;2.1
434.24668892799997;60.953553239262064;2.2
434.248688928;45.30436676471242;2.3
434.250688928;18.649564388971747;2.4
434.252688928;32.68224397429002;2.5
434.254688928;42.14374847108048;2.6
434.25668892799996;79.63444826491347;2.7
434.25868892799997;50.640741488761044;2.8
434.260688928;58.82347805423427;2.9
434.262688928;67.33219575593802;3.0
434.264688928;25.57024369889983;3.1
434.266688928;35.93180225434696;3.2
434.26868892799996;35.765028975208466;3.3
434.27068892799997;7.469711938718376;3.4
434.272688928;48.146205235252935;3.5
434.274688928;38.721163710170956;3.6
434.276688928;42.82801423240501;3.7
434.278688928;51.644243119069706;3.8
434.28068892799996;41.36175076769498;3.9
434.28268892799997;48.00399663212658;4.0
434.284688928;55.55085685477188;4.1
434.286688928;66.19182658541148;4.2
434.288688928;86.60034216527424;4.3
434.290688928;50.7123943540384;4.4
434.29268892799996;26.7937587744172;4.5
434.29468892799997;24.74012285815645;4.6
434.296688928;61.04678439412437;4.7
434.298688928;28.570649193534635;4.8
434.300688928;47.66997022318828;4.9
434.302688928;0.0;5.0
434.30468892799996;0.0;5.1
434.30668892799997;0.0;5.2
434.308688928;0.0;5.3
434.310688928;0.0;5.4
434.312688928;0.0;5.5
434.314688928;0.0;5.6
434.31668892799996;0.0;5.7
434.318688928;0.0;5.8
434.320688928;0.0;5.9
434.322688928;0.0;6.0
434.324688928;0.0;6.1
434.326688928;0.0;6.2
434.32868892799996;0.0;6.3
434.330688928;0.0;6.4
434.332688928;0.0;6.5
434.334688928;0.0;6.6
434.336688928;0.0;6.7
434.338688928;0.0;6.8
434.34068892799996;0.0;6.9
434.342688928;0.0;7.0
434.344688928;0.0;7.1
434.346688928;0.0;7.2
434.348688928;0.0;7.3
434.350688928;0.0;7.4
434.35268892799996;0.0;7.5
434.354688928;0.0;7.6
434.356688928;0.0;7.7
434.358688928;0.0;7.8
434.360688928;0.0;7.9
434.362688928;0.0;8.0
434.36468892799996;0.0;8.1
434.366688928;0.0;8.2
434.368688928;0.0;8.3
434.370688928;0.0;8.4
434.372688928;0.0;8.5
434.374688928;0.0;8.6
434.37668892799996;0.0;8.7
434.378688928;0.0;8.8
434.380688928;0.0;8.9
434.382688928;0.0;9.0
434.384688928;0.0;9.1
434.386688928;0.0;9.2
434.38868892799997;0.0;9.3
434.390688928;0.0;9.4
434.392688928;0.0;9.5
434.394688928;0.0;9.6
434.396688928;0.0;9.7
434.398688928;0.0;9.8
434.40068892799997;0.0;9.9
434.402688928;0.0;10.0
434.404688928;9007.636972368819;10.1
434.406688928;8914.053769828042;10.2
434.408688928;8982.673349427258;10.3
434.410688928;8942.157467451194;10.4
434.41268892799997;8935.034318580108;10.5
434.414688928;8982.318679234642;10.6
434.416688928;8964.997094191493;10.7
434.418688928;8997.067303604514;10.8
434.420688928;8911.551405320199;10.9
434.422688928;8967.281807935382;11.0
434.42468892799997;8951.024384867205;11.1
434.426688928;8880.470112804152;11.2
434.428688928;8854.787027683999;11.3
434.430688928;8875.996033788888;11.4
434.432688928;8844.72185956211;11.5
434.434688928;8822.686112894178;11.6
434.43668892799997;8835.924811115756;11.7
434.438688928;8764.787678998113;11.8
434.440688928;8760.786070855134;11.9
434.442688928;8755.140098249844;12.0
434.444688928;8825.376990291588;12.1
434.446688928;8791.907614092419;12.2
434.44868892799997;8836.705480968481;12.3
434.450688928;8752.91292153505;12.4
434.452688928;8770.22561625906;12.5
434.454688928;8737.440680099253;12.6
434.456688928;8689.381053117531;12.7
434.45868892799996;8729.900716782371;12.8
434.46068892799997;8683.325632001584;12.9
434.462688928;8627.73156699229;13.0
434.464688928;8680.683721784095;13.1
434.466688928;8666.139899990907;13.2
434.468688928;8687.89795371346;13.3
434.47068892799996;8665.91446393642;13.4
434.47268892799997;8666.286856386698;13.5
434.474688928;8668.03851583179;13.6
434.476688928;8649.071274382666;13.7
434.478688928;8588.665146184932;13.8
434.480688928;8645.571945362291;13.9
434.48268892799996;8566.657014163793;14.0
434.48468892799997;8562.272966661423;14.1
434.486688928;8568.58501571746;14.2
434.488688928;8613.664314022939;14.3
434.490688928;8634.52323485622;14.4
434.492688928;8570.793776455026;14.5
434.49468892799996;8549.749924912605;14.6
434.49668892799997;8579.23198933856;14.7
434.498688928;8476.677783414238;14.8
434.500688928;8502.590422445312;14.9
434.502688928;8506.736993191797;15.0
434.504688928;8494.492133188707;15.1
434.50668892799996;8539.166981007516;15.2
434.50868892799997;8495.558300849614;15.3
434.510688928;8402.393156677546;15.4
434.512688928;8402.686706873796;15.5
434.514688928;8326.470447897818;15.6
434.516688928;8533.184983126384;15.7
434.51868892799996;8383.568130554315;15.8
434.52068892799997;8427.093774667997;15.9
434.522688928;8348.30581321585;16.0
434.524688928;8434.083136620091;16.1
434.526688928;8382.85762214742;16.2
434.528688928;8434.423086730025;16.3
434.53068892799996;8382.701007777121;16.4
434.53268892799997;8319.612201644222;16.5
434.534688928;8406.117630691944;16.6
434.536688928;8293.096564862322;16.7
434.538688928;8251.249115758956;16.8
434.540688928;8288.616696558562;16.9
434.54268892799996;8331.909438266151;17.0
434.54468892799997;8226.705702240524;17.1
434.546688928;8305.744007222906;17.2
434.548688928;8232.345006886097;17.3
434.550688928;8225.329684889883;17.4
434.552688928;8275.013398241806;17.5
434.55468892799996;8301.044919073873;17.6
434.55668892799997;8266.27925097632;17.7
434.558688928;8148.3576842828525;17.8
434.560688928;8236.000396655483;17.9
434.562688928;8185.986878751781;18.0
434.564688928;8203.552634049049;18.1
434.56668892799996;8240.043527627604;18.2
434.568688928;8186.49162801933;18.3
434.570688928;8116.697511666497;18.4
434.572688928;8181.660638675965;18.5
434.574688928;8160.84517393334;18.6
434.576688928;8104.220112474407;18.7
434.57868892799996;8150.492198635183;18.8
434.580688928;7997.967269313889;18.9
434.582688928;8136.232669563304;19.0
434.584688928;8137.7916871001635;19.1
434.586688928;8092.819239559132;19.2
434.588688928;7996.452980438682;19.3
434.59068892799996;8085.783513440336;19.4
434.592688928;7979.319603711943;19.5
434.594688928;8068.257554013133;19.6
434.596688928;8076.299723046946;19.7
434.598688928;8041.8311244071465;19.8
434.600688928;7969.883135077922;19.9
434.60268892799996;7984.239324466804;20.0
434.604688928;7979.9252554454815;20.1
434.606688928;7945.957089415689;20.2
434.608688928;7935.174059065821;20.3
434.610688928;7984.664587666826;20.4
434.612688928;7896.205450004928;20.5
434.61468892799996;7963.06104723231;20.6
434.616688928;7932.77458677164;20.7
434.618688928;7926.535115029608;20.8
434.620688928;7966.717768013252;20.9
434.622688928;7886.309861817162;21.0
434.624688928;7908.471603729438;21.1
434.62668892799996;7915.210941971901;21.2
434.628688928;7842.031583430522;21.3
434.630688928;7885.782767980902;21.4
434.632688928;7929.86668884447;21.5
434.634688928;7797.711790863039;21.6
434.636688928;7740.692340646211;21.7
434.63868892799997;7809.580882008725;21.8
434.640688928;7770.602898792184;21.9
434.642688928;7757.449514433863;22.0
434.644688928;7749.934080765678;22.1
434.646688928;7804.70066435403;22.2
434.648688928;7757.392296055787;22.3
434.65068892799997;7734.558724006105;22.4
434.652688928;7726.739204587169;22.5
434.654688928;7838.126955389272;22.6
434.656688928;7733.184422305698;22.7
434.658688928;7721.721286884439;22.8
434.660688928;7762.096825235173;22.9
434.66268892799997;7760.2355891689685;23.0
434.664688928;7704.6555967513195;23.1
434.666688928;7670.834599534497;23.2
434.668688928;7652.276548069223;23.3
434.670688928;7670.256057331351;23.4
434.672688928;7609.522305509195;23.5
434.67468892799997;7668.620003026824;23.6
434.676688928;7675.655621609196;23.7
434.678688928;7637.205681102365;23.8
434.680688928;7591.333377594721;23.9
434.682688928;7580.18121859719;24.0
434.684688928;7601.367067039628;24.1
