time_s,force_n,position_mm
9027.55678176,49.18651073971779,0.0
9027.55698176,16.535958659968692,0.01
9027.557181760001,66.45902730833325,0.02
9027.55738176,60.41182642214969,0.03
9027.55758176,58.91792391173003,0.04
9027.55778176,49.31030534406575,0.05
9027.557981760001,45.437102503116265,0.06
9027.55818176,59.66257648857051,0.07
9027.55838176,42.18191099774427,0.08
9027.55858176,62.31165942631734,0.09
9027.55878176,49.78711114037567,0.1
9027.558981760001,48.01997213484274,0.11
9027.55918176,76.15697146857244,0.12
9027.55938176,46.70754776385775,0.13
9027.55958176,28.904534144906222,0.14
9027.559781760001,62.50393384694523,0.15
9027.55998176,37.66528812773294,0.16
9027.56018176,53.27831986589417,0.17
9027.56038176,66.51056349249336,0.18
9027.56058176,40.275674848608986,0.19
9027.560781760001,52.615527511426905,0.2
9027.56098176,52.2099782206666,0.21
9027.56118176,41.56125093943885,0.22
9027.56138176,14.156669225039195,0.23
9027.561581760001,42.483923245996124,0.24
9027.56178176,40.2373315477587,0.25
9027.56198176,69.30594456790904,0.26
9027.56218176,67.6150075751775,0.27
9027.56238176,51.8418400675502,0.28
9027.562581760001,52.056181189464944,0.29
9027.56278176,78.25077724112307,0.3
9027.56298176,42.57290142437108,0.31
9027.56318176,66.41969695176601,0.32
9027.563381760001,53.877623419606444,0.33
9027.56358176,61.70642663350387,0.34
9027.56378176,68.94558587730745,0.35
9027.56398176,84.12595994013861,0.36
9027.56418176,61.7552683108327,0.37
9027.564381760001,36.06432020139168,0.38
9027.56458176,63.56621075356625,0.39
9027.56478176,67.35251058305285,0.4
9027.56498176,35.12177087109251,0.41
9027.565181760001,51.750460776969476,0.42
9027.56538176,44.29858293664615,0.43
9027.56558176,67.31817419446278,0.44
9027.56578176,44.45945362897479,0.45
9027.56598176,21.146792130540444,0.46
9027.566181760001,86.09847807905325,0.47
9027.56638176,58.77862680391722,0.48
9027.56658176,38.20003723810134,0.49
9027.56678176,35.87654039441748,0.5
9027.566981760001,61.844067905041676,0.51
9027.56718176,60.665610127298166,0.52
9027.56738176,45.95905600546783,0.53
9027.56758176,30.846992787179133,0.54
9027.56778176,68.05171048103391,0.55
9027.567981760001,75.7145871346329,0.56
9027.56818176,61.431241933844184,0.57
9027.56838176,35.1774409372938,0.58
9027.56858176,81.75557656000743,0.59
9027.568781760001,52.14682371561934,0.6
9027.56898176,53.932506155815354,0.61
9027.56918176,73.88309998387514,0.62
9027.56938176,56.17957118548962,0.63
9027.56958176,54.24517823969535,0.64
9027.569781760001,48.25732159013902,0.65
