t;force_n;position_mm
874.422076513;39.07815080785556;0.0
874.4240765129999;3.0682158999111673;0.02002002002002002
874.426076513;44.961586550837644;0.04004004004004004
874.428076513;45.287746136280695;0.06006006006006006
874.430076513;63.72947146218807;0.08008008008008008
874.432076513;37.368620536696284;0.1001001001001001
874.4340765129999;54.60527571113492;0.12012012012012012
874.436076513;45.730868904505144;0.14014014014014015
874.4380765129999;108.20002437879234;0.16016016016016016
874.440076513;65.44810647260135;0.18018018018018017
874.442076513;61.38163897261788;0.2002002002002002
874.444076513;89.95581327385041;0.22022022022022023
874.446076513;70.2093570988661;0.24024024024024024
874.4480765129999;116.06872338323198;0.2602602602602603
874.450076513;123.7255447025606;0.2802802802802803
874.452076513;126.58377497719721;0.3003003003003003
874.454076513;96.42993050751237;0.3203203203203203
874.456076513;78.29145248952888;0.34034034034034033
874.4580765129999;105.09238567858547;0.36036036036036034
874.460076513;128.88267629873542;0.38038038038038036
874.4620765129999;97.61729822333464;0.4004004004004004
874.464076513;120.61645866941825;0.42042042042042044
874.466076513;165.24205794173463;0.44044044044044045
874.468076513;118.49264117562474;0.46046046046046046
874.470076513;89.1035407622265;0.4804804804804805
874.4720765129999;127.29603255177055;0.5005005005005005
874.474076513;107.20559067697906;0.5205205205205206
874.476076513;143.45136900079422;0.5405405405405406
874.478076513;84.4008840552913;0.5605605605605606
874.480076513;164.21593818923378;0.5805805805805806
874.4820765129999;109.64945255201042;0.6006006006006006
874.484076513;108.24040752855555;0.6206206206206206
874.486076513;103.62888708670113;0.6406406406406406
874.488076513;74.56103430490174;0.6606606606606606
874.490076513;102.21956659261389;0.6806806806806807
874.492076513;95.83695475676302;0.7007007007007007
874.494076513;71.68539720193326;0.7207207207207207
874.4960765129999;53.13000311005987;0.7407407407407407
874.498076513;85.921106536175;0.7607607607607607
874.500076513;58.91496430186797;0.7807807807807807
874.502076513;74.66357601180901;0.8008008008008008
874.504076513;49.35937586775215;0.8208208208208209
874.5060765129999;57.32237838744575;0.8408408408408409
874.508076513;59.875013625581154;0.8608608608608609
874.510076513;48.3538209420606;0.8808808808808809
874.512076513;47.37924262991651;0.9009009009009009
874.514076513;0.0;0.9209209209209209
874.516076513;36.31592164943744;0.9409409409409409
874.518076513;27.75202576357404;0.960960960960961
874.5200765129999;10.22593720305261;0.980980980980981
874.522076513;19.632190858587578;1.001001001001001
874.524076513;0.0;1.021021021021021
874.526076513;15.022098159877913;1.0410410410410411
874.528076513;4.405947161985473;1.0610610610610611
874.5300765129999;6.416834952302025;1.0810810810810811
874.532076513;0.0;1.1011011011011012
874.534076513;0.0;1.1211211211211212
874.536076513;0.0;1.1411411411411412
874.538076513;0.0;1.1611611611611612
874.540076513;0.0;1.1811811811811812
874.542076513;0.0;1.2012012012012012
874.5440765129999;0.0;1.2212212212212212
874.546076513;0.0;1.2412412412412412
874.548076513;0.0;1.2612612612612613
874.550076513;0.0;1.2812812812812813
874.552076513;1.5298171774154667;1.3013013013013013
874.5540765129999;3.8527532876223773;1.3213213213213213
874.556076513;0.0;1.3413413413413413
874.558076513;0.0;1.3613613613613613
874.560076513;0.0;1.3813813813813813
874.562076513;0.0;1.4014014014014013
874.564076513;0.0;1.4214214214214214
874.566076513;14.635314788978192;1.4414414414414414
874.5680765129999;0.0;1.4614614614614614
874.570076513;22.357025700335363;1.4814814814814814
874.572076513;37.33746062035952;1.5015015015015014
874.574076513;0.0;1.5215215215215214
874.576076513;41.58179041607097;1.5415415415415414
874.5780765129999;36.56654221008108;1.5615615615615615
874.580076513;43.651860479344556;1.5815815815815817
874.582076513;25.80512883956799;1.6016016016016017
874.584076513;73.43961606221839;1.6216216216216217
874.586076513;40.62602353845905;1.6416416416416417
874.588076513;62.10987842593312;1.6616616616616617
874.590076513;80.160608846321;1.6816816816816818
874.5920765129999;45.175159477692866;1.7017017017017018
874.594076513;129.053455648803;1.7217217217217218
874.596076513;98.10971348773116;1.7417417417417418
874.598076513;112.49796455787043;1.7617617617617618
874.600076513;117.13307822549226;1.7817817817817818
874.6020765129999;133.20809024750824;1.8018018018018018
874.604076513;88.47542614792846;1.8218218218218218
874.606076513;117.46022629172239;1.8418418418418419
874.608076513;169.8697829910154;1.8618618618618619
874.610076513;137.58177739108754;1.8818818818818819
874.612076513;146.15854738965953;1.901901901901902
874.614076513;164.7646661894197;1.921921921921922
874.6160765129999;172.76206087484664;1.941941941941942
874.618076513;195.3969887489485;1.961961961961962
874.620076513;167.9899541426144;1.981981981981982
874.622076513;152.39333070047488;2.002002002002002
874.624076513;171.89473228057298;2.022022022022022
874.6260765129999;179.1980812062033;2.042042042042042
874.628076513;133.44956230202106;2.062062062062062
874.630076513;158.49386251012305;2.0820820820820822
874.632076513;167.77863620738356;2.1021021021021022
874.634076513;185.19743509343508;2.1221221221221223
874.636076513;173.78985891253896;2.1421421421421423
874.638076513;190.55921742521022;2.1621621621621623
874.6400765129999;212.77091428219882;2.1821821821821823
874.642076513;150.71031118016586;2.2022022022022023
874.644076513;153.73469601030462;2.2222222222222223
874.646076513;157.75266231933497;2.2422422422422423
874.648076513;171.13977352318636;2.2622622622622623
874.6500765129999;159.9099480995652;2.2822822822822824
874.652076513;181.6733403381886;2.3023023023023024
874.654076513;160.80516220484773;2.3223223223223224
874.656076513;139.27113735472346;2.3423423423423424
874.658076513;135.01808016200098;2.3623623623623624
874.660076513;163.3991917280157;2.3823823823823824
874.662076513;158.6962320973976;2.4024024024024024
874.6640765129999;151.99279980400016;2.4224224224224224
874.666076513;134.81207897377908;2.4424424424424425
874.668076513;143.50780636771503;2.4624624624624625
874.670076513;117.91433008496331;2.4824824824824825
874.672076513;106.29498541705188;2.5025025025025025
874.6740765129999;110.51728830429447;2.5225225225225225
874.676076513;106.69292193514515;2.5425425425425425
874.678076513;95.33639074120974;2.5625625625625625
874.680076513;96.27174612445694;2.5825825825825826
874.682076513;90.35668102686321;2.6026026026026026
874.6840765129999;89.20278672120426;2.6226226226226226
874.686076513;101.2125421594815;2.6426426426426426
874.6880765129999;86.13441517831248;2.6626626626626626
874.690076513;93.01879615202807;2.6826826826826826
874.692076513;80.1760192876024;2.7027027027027026
874.694076513;44.983904182888566;2.7227227227227226
874.696076513;58.13535342974603;2.7427427427427427
874.6980765129999;96.75823623095005;2.7627627627627627
874.700076513;47.538081509521845;2.7827827827827827
874.702076513;69.25154317359606;2.8028028028028027
874.704076513;44.11828419688449;2.8228228228228227
874.706076513;70.17251924680734;2.8428428428428427
874.7080765129999;43.15266640751808;2.8628628628628627
874.710076513;62.96767254932985;2.8828828828828827
874.7120765129999;43.01075539406693;2.9029029029029028
874.714076513;26.31425362196532;2.9229229229229228
874.716076513;0.0;2.942942942942943
874.718076513;41.313722246508746;2.962962962962963
874.720076513;34.76339921761547;2.982982982982983
874.7220765129999;5.847293077535554;3.003003003003003
874.724076513;82.1226333493854;3.023023023023023
874.726076513;56.224155519545334;3.043043043043043
874.728076513;52.12364049424582;3.063063063063063
874.730076513;67.91102735181045;3.083083083083083
874.7320765129999;53.86921820739212;3.103103103103103
874.734076513;78.00862959296114;3.123123123123123
874.736076513;38.166714361753165;3.1431431431431434
874.738076513;77.99791446896091;3.1631631631631634
874.740076513;34.44350801662725;3.1831831831831834
874.742076513;67.39207865041728;3.2032032032032034
874.744076513;94.1635603886082;3.2232232232232234
874.7460765129999;96.93714256366854;3.2432432432432434
874.748076513;93.45708167030129;3.2632632632632634
874.750076513;157.50028548231643;3.2832832832832834
874.752076513;113.7400518994008;3.3033033033033035
874.754076513;98.62755261565795;3.3233233233233235
874.7560765129999;100.20759578453807;3.3433433433433435
874.758076513;97.82310480605875;3.3633633633633635
874.760076513;157.11516466672765;3.3833833833833835
874.762076513;126.33080137737281;3.4034034034034035
874.764076513;141.09552065986583;3.4234234234234235
874.766076513;137.31925257351497;3.4434434434434436
874.768076513;152.2040913911597;3.4634634634634636
874.7700765129999;152.4137648696361;3.4834834834834836
874.772076513;224.91319376046812;3.5035035035035036
874.774076513;172.8211625851038;3.5235235235235236
874.776076513;195.10002934530377;3.5435435435435436
874.778076513;190.96247773304367;3.5635635635635636
874.7800765129999;216.14634703423465;3.5835835835835836
874.782076513;210.47026286105958;3.6036036036036037
874.784076513;216.2598583337883;3.6236236236236237
874.786076513;212.39650248646856;3.6436436436436437
874.788076513;209.42435878509508;3.6636636636636637
874.790076513;240.33032754329713;3.6836836836836837
874.792076513;252.89242032422743;3.7037037037037037
874.7940765129999;215.02978995596186;3.7237237237237237
874.796076513;230.61157107623424;3.7437437437437437
874.798076513;211.70110928686444;3.7637637637637638
874.800076513;238.68569042385838;3.7837837837837838
874.802076513;256.171895620949;3.803803803803804
874.8040765129999;230.26666918432153;3.823823823823824
874.806076513;228.21427734687717;3.843843843843844
874.808076513;237.77239417410732;3.863863863863864
874.810076513;235.1188095632064;3.883883883883884
874.812076513;252.50169044395392;3.903903903903904
874.814076513;235.9820331590479;3.923923923923924
874.816076513;221.33037943798792;3.943943943943944
874.8180765129999;250.8794972653891;3.963963963963964
874.820076513;229.2737122962494;3.983983983983984
874.822076513;224.88730812031298;4.004004004004004
874.824076513;191.15372353650872;4.024024024024024
874.826076513;221.85128514551292;4.044044044044044
874.8280765129999;241.56914048643986;4.064064064064064
874.830076513;222.08319196629253;4.084084084084084
874.832076513;188.96632827644362;4.104104104104104
874.834076513;206.05609646579276;4.124124124124124
874.836076513;190.49622169883662;4.1441441441441444
874.838076513;199.538767865087;4.1641641641641645
874.840076513;183.7894161748518;4.1841841841841845
874.8420765129999;178.1766671721372;4.2042042042042045
874.844076513;153.92678817848528;4.2242242242242245
874.846076513;196.8523951006703;4.2442442442442445
874.848076513;180.0981324018321;4.2642642642642645
874.850076513;178.25710868906796;4.2842842842842845
874.8520765129999;142.26396862359064;4.3043043043043046
874.854076513;176.842568549828;4.324324324324325
874.856076513;145.74811284806495;4.344344344344345
874.858076513;156.86274162644068;4.364364364364365
874.860076513;127.86747079282632;4.384384384384385
874.862076513;151.71226797946102;4.404404404404405
874.864076513;124.6883533244364;4.424424424424425
874.8660765129999;111.71624619936561;4.444444444444445
874.868076513;117.87901544037283;4.464464464464465
874.870076513;93.81614444936984;4.484484484484485
874.872076513;87.68190668214388;4.504504504504505
874.874076513;106.22556503764476;4.524524524524525
874.8760765129999;122.10324587174064;4.544544544544545
874.878076513;106.06067520476392;4.564564564564565
874.880076513;122.52246391242817;4.584584584584585
874.882076513;89.5365095962392;4.604604604604605
874.884076513;139.92942297019974;4.624624624624625
874.886076513;114.65396220725886;4.644644644644645
874.888076513;97.55575510404721;4.664664664664665
874.8900765129999;87.4466551078124;4.684684684684685
874.892076513;91.3117293403873;4.704704704704705
874.894076513;75.86733125916778;4.724724724724725
874.896076513;69.53409562423604;4.744744744744745
874.898076513;148.77198873294458;4.764764764764765
874.9000765129999;118.85968664866921;4.784784784784785
874.902076513;133.89176052848256;4.804804804804805
874.904076513;149.02656852338146;4.824824824824825
874.906076513;88.36392813613267;4.844844844844845
874.908076513;115.31485773969204;4.864864864864865
874.910076513;136.47166388510578;4.884884884884885
874.912076513;139.88264767252534;4.904904904904905
874.9140765129999;110.1715062685463;4.924924924924925
874.916076513;162.6978581094875;4.944944944944945
874.918076513;154.30062288614923;4.964964964964965
874.920076513;167.79176420034494;4.984984984984985
874.922076513;172.5711646419357;5.005005005005005
874.9240765129999;170.13503732149968;5.025025025025025
874.926076513;165.92241419583087;5.045045045045045
874.928076513;173.79321845255058;5.065065065065065
874.930076513;206.77933794939167;5.085085085085085
874.932076513;144.70691542788117;5.105105105105105
874.9340765129999;228.2933812263115;5.125125125125125
874.936076513;242.41195399843758;5.145145145145145
874.9380765129999;214.17257217769438;5.165165165165165
874.940076513;217.48682268531724;5.185185185185185
874.942076513;229.00152385736294;5.205205205205205
874.944076513;241.25069205449455;5.225225225225225
874.946076513;253.35265191019167;5.245245245245245
874.9480765129999;223.57848939963156;5.265265265265265
874.950076513;264.7243277972294;5.285285285285285
874.952076513;257.5742371984817;5.305305305305305
874.954076513;240.82034374269253;5.325325325325325
874.956076513;222.0482334753201;5.345345345345345
874.9580765129999;274.33680966692106;5.365365365365365
874.960076513;300.7384850773083;5.385385385385385
874.9620765129999;296.9237658480571;5.405405405405405
874.964076513;307.2478294525091;5.425425425425425
874.966076513;287.7827250195604;5.445445445445445
874.968076513;288.51430744225434;5.465465465465465
874.970076513;283.6613832965512;5.485485485485485
874.9720765129999;282.12863777781786;5.505505505505505
874.974076513;290.9080998814675;5.525525525525525
874.976076513;305.524143222206;5.545545545545545
874.978076513;315.5948314888198;5.565565565565565
874.980076513;308.51733571563875;5.585585585585585
874.9820765129999;326.69905040189843;5.605605605605605
874.984076513;310.20787690392706;5.625625625625625
874.986076513;265.3040482232594;5.645645645645645
874.988076513;295.7462091425938;5.665665665665665
