t;force_n;position_mm
30994.164836163;62.878224377383845;0.0
30994.166836163;29.21333489927305;0.1
30994.168836163;38.62064124457137;0.2
30994.170836163;47.39213475393726;0.3
30994.172836163;47.6005115928115;0.4
30994.174836162998;20.880909934429955;0.5
30994.176836163;71.11406865777472;0.6
30994.178836163;56.66510915851185;0.7
30994.180836163;67.0040899888344;0.8
30994.182836163;29.357701471210717;0.9
30994.184836163;57.714616099847404;1.0
30994.186836163;52.448390323106864;1.1
30994.188836163;47.50625490434802;1.2
30994.190836163;65.80851496366972;1.3
30994.192836162998;32.80494431567075;1.4
30994.194836163;53.73128355404905;1.5
30994.196836163;100.04327483454719;1.6
30994.198836163;46.0765508059477;1.7
30994.200836163;78.40945972889585;1.8
30994.202836163;55.513758620542816;1.9
30994.204836163;54.618692132474564;2.0
30994.206836163;40.7659046764895;2.1
30994.208836163;60.836581628170066;2.2
30994.210836162998;60.74369979818549;2.3
30994.212836163;51.593531817954805;2.4
30994.214836163;59.903324582784506;2.5
30994.216836163;41.20043421897266;2.6
30994.218836163;30.202912555892553;2.7
30994.220836163;41.48935070339557;2.8
30994.222836163;46.0231061000515;2.9
30994.224836163;51.25098736094611;3.0
30994.226836163;56.91459993880869;3.1
30994.228836162998;56.659101977140466;3.2
30994.230836163;46.71636456260271;3.3
30994.232836163;0.0;3.4
30994.234836163;65.93666200552258;3.5
30994.236836163;56.31654721623424;3.6
30994.238836163;66.37756577255573;3.7
30994.240836163;54.00034854981634;3.8
30994.242836163;22.542889343957135;3.9
30994.244836163;6.142462085444976;4.0
30994.246836162998;35.56726934907441;4.1
30994.248836163;52.045470549174595;4.2
30994.250836163;43.94737335342882;4.3
30994.252836163;64.12620582221251;4.4
30994.254836163;58.15558088030703;4.5
30994.256836163;59.76649738107776;4.6
30994.258836163;53.35455440902464;4.7
30994.260836163;53.32941498238795;4.8
30994.262836163;22.689868241259283;4.9
30994.264836162998;0.0;5.0
30994.266836163;0.0;5.1
30994.268836163;0.0;5.2
30994.270836163;0.0;5.3
30994.272836163;0.0;5.4
30994.274836163;0.0;5.5
30994.276836163;0.0;5.6
30994.278836163;0.0;5.7
30994.280836163;0.0;5.8
30994.282836162998;0.0;5.9
30994.284836163;0.0;6.0
30994.286836163;0.0;6.1
30994.288836163;0.0;6.2
30994.290836163;0.0;6.3
30994.292836163;0.0;6.4
30994.294836163;0.0;6.5
30994.296836163;0.0;6.6
30994.298836162998;0.0;6.7
30994.300836162998;0.0;6.8
30994.302836163;0.0;6.9
30994.304836163;0.0;7.0
30994.306836163;0.0;7.1
30994.308836163;0.0;7.2
30994.310836163;0.0;7.3
30994.312836163;0.0;7.4
30994.314836163;0.0;7.5
30994.316836162998;0.0;7.6
30994.318836163;0.0;7.7
30994.320836163;0.0;7.8
30994.322836163;0.0;7.9
30994.324836163;0.0;8.0
30994.326836163;0.0;8.1
30994.328836163;0.0;8.2
30994.330836163;0.0;8.3
30994.332836163;0.0;8.4
30994.334836162998;0.0;8.5
30994.336836163;0.0;8.6
30994.338836163;0.0;8.7
30994.340836163;0.0;8.8
30994.342836163;0.0;8.9
30994.344836163;0.0;9.0
30994.346836163;0.0;9.1
30994.348836163;0.0;9.2
30994.350836163;0.0;9.3
30994.352836162998;0.0;9.4
30994.354836163;0.0;9.5
30994.356836163;0.0;9.6
30994.358836163;0.0;9.7
30994.360836163;0.0;9.8
30994.362836163;0.0;9.9
30994.364836163;0.0;10.0
30994.366836163;8959.761799359303;10.1
30994.368836163;9047.732613054832;10.2
30994.370836162998;9028.375611627109;10.3
30994.372836163;8913.140918736279;10.4
30994.374836163;8943.993448719328;10.5
30994.376836163;8919.455503666648;10.6
30994.378836163;8831.192227382095;10.7
30994.380836163;8846.589435238828;10.8
30994.382836163;8871.443454625281;10.9
30994.384836163;8989.952633438526;11.0
30994.386836163;8952.93787838254;11.1
30994.388836162998;8849.873499935953;11.2
30994.390836163;8936.582804811811;11.3
30994.392836163;8900.929426166933;11.4
30994.394836163;8855.421054609136;11.5
30994.396836163;8857.191245944223;11.6
30994.398836163;8842.678416257351;11.7
30994.400836163;8782.304985421022;11.8
30994.402836163;8802.061949517994;11.9
30994.404836163;8784.316760754946;12.0
30994.406836162998;8795.003548231427;12.1
30994.408836163;8800.672810383405;12.2
30994.410836163;8810.667955951769;12.3
30994.412836163;8720.38312428425;12.4
30994.414836163;8724.512989604387;12.5
30994.416836163;8720.858373932437;12.6
30994.418836163;8668.68910090237;12.7
30994.420836163;8746.810667876054;12.8
30994.422836163;8698.07241380244;12.9
30994.424836162998;8652.032884912374;13.0
30994.426836163;8754.809671657373;13.1
30994.428836163;8673.463537292871;13.2
30994.430836163;8618.239564133426;13.3
30994.432836163;8634.326090648372;13.4
30994.434836163;8662.546230012567;13.5
30994.436836163;8619.376773203128;13.6
30994.438836163;8596.338175768124;13.7
30994.440836163;8670.151533037839;13.8
30994.442836162998;8623.07103964898;13.9
30994.444836163;8652.731500291718;14.0
30994.446836163;8610.177866182217;14.1
30994.448836163;8578.772482115766;14.2
30994.450836163;8523.743306313989;14.3
30994.452836163;8595.052443929599;14.4
30994.454836163;8543.562987179806;14.5
30994.456836163;8529.997617389352;14.6
30994.458836163;8542.91834196596;14.7
30994.460836162998;8485.003507216526;14.8
30994.462836163;8514.445740705849;14.9
30994.464836163;8493.300437536114;15.0
30994.466836163;8539.504086821229;15.1
30994.468836163;8469.452339301455;15.2
30994.470836163;8411.363494480647;15.3
30994.472836163;8448.476414633444;15.4
30994.474836163;8330.12206227371;15.5
30994.476836163;8478.928339973609;15.6
30994.478836162998;8472.353987991057;15.7
30994.480836163;8386.628455550283;15.8
30994.482836163;8378.414700239102;15.9
30994.484836163;8406.57057031871;16.0
30994.486836163;8406.02144608203;16.1
30994.488836163;8375.468190283875;16.2
30994.490836163;8320.857232076987;16.3
30994.492836163;8346.047621188609;16.4
30994.494836163;8311.64563819308;16.5
30994.496836162998;8335.159517043785;16.6
30994.498836163;8355.13134830774;16.7
30994.500836163;8312.291733929349;16.8
30994.502836163;8307.790938234708;16.9
30994.504836163;8237.621861039228;17.0
30994.506836163;8324.290084435594;17.1
30994.564836163;7936.263008836877;20.0
30994.764836162998;7026.12091376054;30.0
30994.964836163;5965.177450803661;40.0
30995.164836163;5025.409330405248;50.0
30995.364836163;4012.2075382071735;60.0
30995.564836163;2978.7539704093588;70.0
30995.764836162998;2098.5665871471156;80.0
30995.964836163;983.6852655809489;90.0
