time_s,force_n,position_mm
12170.910513194,27.958322915435268,0.0
12170.910713194,64.71192025381629,0.01
12170.910913194,53.14358087902964,0.02
12170.911113193999,71.53154860765571,0.03
12170.911313194,54.83244967681612,0.04
12170.911513194,56.02804436370224,0.05
12170.911713194,47.64770588767895,0.06
12170.911913193999,35.4723309847203,0.07
12170.912113194,42.13849253674502,0.08
12170.912313194,48.60749749421691,0.09
12170.912513194,48.94195198314958,0.1
12170.912713194,70.10396445372872,0.11
12170.912913193999,72.98407001624736,0.12
12170.913113194,41.1493549752327,0.13
12170.913313194,62.47498692246335,0.14
12170.913513194,74.19895721821113,0.15
12170.913713193999,51.660009817521946,0.16
12170.913913194,68.45147973103474,0.17
12170.914113194,46.55253289643949,0.18
12170.914313194,48.57479244258014,0.19
12170.914513194,79.93034675818102,0.2
12170.914713193999,40.643152455571595,0.21
12170.914913194,38.275823899471746,0.22
12170.915113194,43.395180133358096,0.23
12170.915313194,45.033639281415915,0.24
12170.915513193999,64.97429351749611,0.25
12170.915713194,48.70069553442047,0.26
12170.915913194,46.84791308413739,0.27
12170.916113194,55.07486719781923,0.28
12170.916313194,41.79416502525912,0.29
12170.916513193999,60.303530909295354,0.3
12170.916713194,46.64537653290769,0.31
12170.916913194,88.20864573988304,0.32
12170.917113194,64.61366764651909,0.33
12170.917313193999,39.95333234263989,0.34
12170.917513194,61.69724311177895,0.35
12170.917713194,50.239972865892454,0.36
12170.917913194,50.088071102176094,0.37
12170.918113194,27.965679688945766,0.38
12170.918313193999,44.53746014408985,0.39
12170.918513194,33.46386722196857,0.4
12170.918713194,35.232547745175665,0.41
12170.918913194,47.914267539944504,0.42
12170.919113193999,54.43956143885345,0.43
12170.919313194,58.46522000065985,0.44
12170.919513194,56.523982750977595,0.45
12170.919713194,50.40190347171573,0.46
12170.919913194,37.61616999540228,0.47
12170.920113193999,42.49876122386007,0.48
12170.920313194,52.11220549713988,0.49
12170.920513194,46.12130437533336,0.5
12170.920713194,37.003131727955406,0.51
12170.920913193999,59.07869114989308,0.52
12170.921113194,52.615715820140295,0.53
12170.921313194,52.34510438900913,0.54
12170.921513194,45.94956372453285,0.55
12170.921713194,57.83885162517157,0.56
12170.921913193999,32.72616169607264,0.57
12170.922113194,47.43315084205674,0.58
12170.922313194,43.956249460141834,0.59
12170.922513194,66.20213396879272,0.6
12170.922713193999,73.23179103744184,0.61
12170.922913194,44.05800918054229,0.62
12170.923113194,61.65948388908738,0.63
12170.923313194,43.757487629361265,0.64
12170.923513194,65.11061738535759,0.65
12170.923713193999,71.96143941757852,0.66
12170.923913194,9.097974984386447,0.67
12170.924113194,56.265456984182194,0.68
12170.924313194,45.48117939794011,0.69
12170.924513193999,80.05278228764112,0.7
12170.924713194,63.97199425887746,0.71
12170.924913194,58.344730415813366,0.72
12170.925113194,53.10737858673047,0.73
12170.925313194,57.23888302535831,0.74
12170.925513193999,41.01452478566531,0.75
12170.925713194,54.05318844229471,0.76
12170.925913194,37.85901879681167,0.77
12170.926113194,70.32146244357362,0.78
12170.926313193999,54.76558975340683,0.79
12170.926513194,61.33437958640893,0.8
12170.926713194,49.817070800707825,0.81
12170.926913194,58.74642903158424,0.82
12170.927113194,47.78620478059937,0.83
12170.927313193999,27.52830116630724,0.84
12170.927513194,33.824394227663475,0.85
12170.927713194,59.57961470954117,0.86
12170.927913194,26.80395390904332,0.87
12170.928113193999,69.56085587593472,0.88
12170.928313194,43.09569812315705,0.89
12170.928513194,58.22148973455201,0.9
12170.928713194,38.261022443476634,0.91
12170.928913194,30.13858047168493,0.92
12170.929113193999,52.72811939861193,0.93
12170.929313194,68.68280132393761,0.94
12170.929513194,35.21634125090501,0.95
12170.929713194,42.85301084712881,0.96
12170.929913193999,54.42834742838984,0.97
12170.930113194,54.286527858747,0.98
12170.930313194,58.69683790099434,0.99
12170.930513194,66.24677898069567,1.0
12170.930713194,70.62542536530208,1.01
12170.930913193999,47.5054006290742,1.02
12170.931113194,70.02822497494952,1.03
12170.931313194,62.102496393500076,1.04
12170.931513194,39.12633121949871,1.05
12170.931713193999,44.425123907166935,1.06
12170.931913194,40.282023747147015,1.07
12170.932113194,21.36798580196904,1.08
12170.932313194,54.51494304044259,1.09
12170.932513194,36.04050103714801,1.1
12170.932713193999,28.536231453638962,1.11
12170.932913194,75.72192475439695,1.12
12170.933113194,49.211804567035074,1.13
12170.933313194,55.94939401360299,1.14
12170.933513193999,59.17007838654348,1.15
12170.933713194,34.816929677301594,1.16
12170.933913194,35.21869173388005,1.17
12170.934113194,65.75733114306877,1.18
12170.934313194,64.51974661968804,1.19
12170.934513193999,42.19869310629532,1.2
12170.934713194,36.97222113623288,1.21
12170.934913194,27.658144686054804,1.22
12170.935113194,38.99997101178766,1.23
12170.935313193999,24.919680827658162,1.24
12170.935513194,52.64119627329815,1.25
12170.935713194,47.45802357361404,1.26
12170.935913194,50.90050712222221,1.27
12170.936113194,29.85005449797316,1.28
12170.936313193999,55.879376078202,1.29
12170.936513194,72.17484390578106,1.3
12170.936713194,32.8720141590415,1.31
12170.936913194,65.94611088155264,1.32
12170.937113193999,42.87534390034685,1.33
12170.937313194,42.62836982221001,1.34
12170.937513194,53.63984265457507,1.35
12170.937713194,50.18384838724738,1.36
12170.937913194,42.66397653869675,1.37
12170.938113193999,63.5077111029134,1.38
12170.938313194,13.89413409080533,1.39
12170.938513194,29.312485785099028,1.4
12170.938713194,42.93615975978897,1.41
12170.938913193999,48.51142864634379,1.42
12170.939113194,47.64957155604466,1.43
12170.939313194,55.287212907074945,1.44
12170.939513194,46.74904059833145,1.45
12170.939713194,27.96056257024965,1.46
12170.939913193999,63.00800441633763,1.47
12170.940113194,53.15152708640011,1.48
12170.940313194,53.59815425367728,1.49
12170.940513194,45.16644549948643,1.5
12170.940713193999,58.007621756282056,1.51
12170.940913194,62.26073726838261,1.52
12170.941113194,60.92718510740488,1.53
12170.941313194,41.40725999897653,1.54
12170.941513194,64.0669044068498,1.55
12170.941713193999,34.55151056868498,1.56
12170.941913194,58.365995533453976,1.57
12170.942113194,59.95514921121779,1.58
12170.942313194,47.43648086830015,1.59
12170.942513193999,36.458652771750124,1.6
12170.942713194,57.059894109482926,1.61
12170.942913194,62.89011966782184,1.62
12170.943113194,32.00177374946904,1.63
12170.943313194,34.26380217772103,1.64
12170.943513193999,12.439932538388547,1.65
12170.943713194,66.03449290950938,1.66
12170.943913194,51.69106291663395,1.67
12170.944113194,59.41268705829414,1.68
12170.944313193999,50.917824107798324,1.69
12170.944513194,25.32819950669048,1.7
12170.944713194,42.16959653862046,1.71
12170.944913194,65.44749676717558,1.72
12170.945113194,57.193136024468004,1.73
