t;force_n;position_mm
23331.822168779;67.42403332225491;0.0
23331.824168779;51.08016104820646;0.1
23331.826168779;67.73050798745734;0.2
23331.828168779;75.87777372506957;0.3
23331.830168779;70.32532201121907;0.4
23331.832168778998;48.73887557602543;0.5
23331.834168778998;67.6373386918196;0.6
23331.836168779;86.425934242284;0.7
23331.838168779;84.32574213299284;0.8
23331.840168779;68.0385399383692;0.9
23331.842168779;37.57556017618655;1.0
23331.844168779;57.903320054459876;1.1
23331.846168779;72.77316418744343;1.2
23331.848168779;47.252508574294765;1.3
23331.850168778998;31.417971781673184;1.4
23331.852168778998;33.521236013850896;1.5
23331.854168779;49.36886116326475;1.6
23331.856168779;72.6374708660336;1.7
23331.858168779;29.426790508216907;1.8
23331.860168779;8.322530552701842;1.9
23331.862168779;49.159049377248955;2.0
23331.864168779;75.5578028554632;2.1
23331.866168779;61.6588526702448;2.2
23331.868168778998;54.93250936885009;2.3
23331.870168778998;54.09128106587454;2.4
23331.872168779;75.15611793612756;2.5
23331.874168779;90.3261182014559;2.6
23331.876168779;46.994074648541776;2.7
23331.878168779;69.46970699608633;2.8
23331.880168779;40.88816735979472;2.9
23331.882168779;93.55256590662319;3.0
23331.884168779;52.96563121326611;3.1
23331.886168778998;25.609863900008353;3.2
23331.888168778998;33.56035574057094;3.3
23331.890168779;52.52293845982793;3.4
23331.892168779;58.19939263545367;3.5
23331.894168779;42.118936136516716;3.6
23331.896168779;36.58715758144041;3.7
23331.898168779;41.04792321653235;3.8
23331.900168779;51.862263015673676;3.9
23331.902168779;56.46346333192875;4.0
23331.904168778998;67.08289063393622;4.1
23331.906168778998;42.357389522427326;4.2
23331.908168779;44.46562642160775;4.3
23331.910168779;62.950080328247;4.4
23331.912168779;69.25670581557208;4.5
23331.914168779;50.45462061305605;4.6
23331.916168779;47.376827562581454;4.7
23331.918168779;76.12295776194206;4.8
23331.920168779;44.242927655430364;4.9
23331.922168778998;67.28903456527067;5.0
23331.924168778998;43.42677621937585;5.1
23331.926168779;55.016526938892056;5.2
23331.928168779;33.81387628589478;5.3
23331.930168779;52.619019990325555;5.4
23331.932168779;50.157434185033686;5.5
23331.934168779;30.473759029162366;5.6
23331.936168779;72.4498230916832;5.7
23331.938168779;15.723031251612504;5.8
23331.940168778998;59.31779014266646;5.9
23331.942168778998;49.66761148059431;6.0
23331.944168779;72.72267967027045;6.1
23331.946168779;54.38123137062639;6.2
23331.948168779;40.03573053686091;6.3
23331.950168779;47.34403280136128;6.4
23331.952168779;73.37482896786562;6.5
23331.954168779;43.60706600920382;6.6
23331.956168778997;59.16929860601545;6.7
23331.958168778998;30.235427985382447;6.8
23331.960168779;48.98610657984515;6.9
23331.962168779;48.417603578390064;7.0
23331.964168779;56.404598187735346;7.1
23331.966168779;30.455797672781245;7.2
23331.968168779;44.97726093423403;7.3
23331.970168779;29.950046031766178;7.4
23331.972168779;50.73579171022108;7.5
23331.974168778997;58.72329815834586;7.6
23331.976168778998;45.37046309640539;7.7
23331.978168779;42.67055633764573;7.8
23331.980168779;74.97470385323533;7.9
23331.982168779;62.06323963340388;8.0
23331.984168779;47.60507092947653;8.1
23331.986168779;54.312451398186745;8.2
23331.988168779;61.31135840028101;8.3
23331.990168779;35.7452653972935;8.4
23331.992168778997;59.46899849036826;8.5
23331.994168778998;74.43528361350388;8.6
23331.996168779;52.87790803652815;8.7
23331.998168779;84.77943752496196;8.8
23332.000168779;86.97930567938971;8.9
23332.002168779;71.40290848247501;9.0
23332.004168779;57.62087123223004;9.1
23332.006168779;23.04115797602352;9.2
23332.008168779;69.72089700812501;9.3
