t;force_n;position_mm
19655.364321482;40.21264095639333;0.0
19655.366321482;67.5166296196088;0.1
19655.368321482;18.963376221770975;0.2
19655.370321482;44.57348201117697;0.3
19655.372321482002;48.60009882319788;0.4
19655.374321482;47.95491909991834;0.5
19655.376321482;65.31582080997573;0.6
19655.378321482;63.05853111644215;0.7
19655.380321482;57.19392174478292;0.8
19655.382321482;38.848138839798104;0.9
19655.384321482;53.20371530814982;1.0
19655.386321482;54.6820000008439;1.1
19655.388321482;73.55573804402866;1.2
19655.390321482002;59.557768639935816;1.3
19655.392321482;54.962716188000265;1.4
19655.394321482;58.90539225458253;1.5
19655.396321482;70.5954082889722;1.6
19655.398321482;81.03717018309193;1.7
19655.400321482;46.580300605490024;1.8
19655.402321482;33.21410373090036;1.9
19655.404321482;76.49667520418066;2.0
19655.406321482;62.99786251130324;2.1
19655.408321482002;67.22411692005277;2.2
19655.410321482;63.301021752349385;2.3
19655.412321482;61.915206427264415;2.4
19655.414321482;45.20204497062646;2.5
19655.416321482;64.56361380312963;2.6
19655.418321482;24.8329698665931;2.7
19655.420321482;40.46556773346535;2.8
19655.422321482;85.90248284434185;2.9
19655.424321482;55.44028284405906;3.0
19655.426321482002;52.940866500634186;3.1
19655.428321482;37.60488999889547;3.2
19655.430321482;59.48487442450152;3.3
19655.432321482;60.405999383925476;3.4
19655.434321482;43.09098948791068;3.5
19655.436321482;42.16381463762996;3.6
19655.438321482;78.48666618997294;3.7
19655.440321482;45.165961924272736;3.8
19655.442321482;63.124379563135;3.9
19655.444321482002;66.26642713252261;4.0
19655.446321482;35.304236342528405;4.1
19655.448321482;79.22488938664058;4.2
19655.450321482;26.442418986652505;4.3
19655.452321482;48.91221009475417;4.4
19655.454321482;27.806087245536787;4.5
19655.456321482;59.5359121896798;4.6
19655.458321482;31.19532458237904;4.7
19655.460321482;35.254527118837174;4.8
19655.462321482002;38.39653531763893;4.9
19655.464321482;0.0;5.0
19655.466321482;0.0;5.1
19655.468321482;0.0;5.2
19655.470321482;0.0;5.3
19655.472321482;0.0;5.4
19655.474321482;0.0;5.5
19655.476321482;0.0;5.6
19655.478321482;0.0;5.7
19655.480321482002;0.0;5.8
19655.482321482;0.0;5.9
19655.484321482;0.0;6.0
19655.486321482;0.0;6.1
19655.488321482;0.0;6.2
19655.490321482;0.0;6.3
19655.492321482;0.0;6.4
19655.494321482;0.0;6.5
19655.496321482;0.0;6.6
19655.498321482;0.0;6.7
19655.500321482;0.0;6.8
19655.502321482;0.0;6.9
19655.504321482;0.0;7.0
19655.506321482;0.0;7.1
19655.508321482;0.0;7.2
19655.510321482;0.0;7.3
19655.512321482;0.0;7.4
19655.514321482002;0.0;7.5
19655.516321482;0.0;7.6
19655.518321482;0.0;7.7
19655.520321482;0.0;7.8
19655.522321482;0.0;7.9
19655.524321482;0.0;8.0
19655.526321482;0.0;8.1
19655.528321482;0.0;8.2
19655.530321482;0.0;8.3
19655.532321482002;0.0;8.4
19655.534321482;0.0;8.5
19655.536321482;0.0;8.6
19655.538321482;0.0;8.7
19655.540321482;0.0;8.8
19655.542321482;0.0;8.9
19655.544321482;0.0;9.0
19655.546321482;0.0;9.1
19655.548321482;0.0;9.2
19655.550321482002;0.0;9.3
19655.552321482;0.0;9.4
19655.554321482;0.0;9.5
19655.556321482;0.0;9.6
19655.558321482;0.0;9.7
19655.560321482;0.0;9.8
19655.562321482;0.0;9.9
19655.564321482;0.0;10.0
19655.566321482;9065.115618016483;10.1
19655.764321482002;8016.528281220675;20.0
19655.964321482;7051.1654967889235;30.0
19656.164321482;6038.861819257056;40.0
19656.364321482;4971.803216492029;50.0
19656.564321482;3887.698383311407;60.0
19656.764321482002;2936.363627234991;70.0
19656.964321482;1970.7277974053898;80.0
19657.164321482;988.3669998768437;90.0
