t;force_n;position_mm
6931.708837956;40.67078456778644;0.0
6931.710837956;24.773882863385243;0.02002002002002002
6931.712837956;13.388700594299872;0.04004004004004004
6931.714837956;40.53070466220282;0.06006006006006006
6931.716837956;47.7742235065101;0.08008008008008008
6931.718837956;85.44469563618281;0.1001001001001001
6931.720837956;61.019227104110975;0.12012012012012012
6931.722837956;62.66573363648933;0.14014014014014015
6931.724837956;37.94388847787183;0.16016016016016016
6931.726837956;67.42023925198792;0.18018018018018017
6931.7288379560005;77.50561531191123;0.2002002002002002
6931.730837956;99.1412240939662;0.22022022022022023
6931.732837956;101.05739010766423;0.24024024024024024
6931.734837956;78.06317112046453;0.2602602602602603
6931.736837956;112.04283937815718;0.2802802802802803
6931.738837956;131.30385381095817;0.3003003003003003
6931.740837956;89.60015629839538;0.3203203203203203
6931.742837956;145.2428929466675;0.34034034034034033
6931.744837956;131.04966899681483;0.36036036036036034
6931.746837956;100.67194806053026;0.38038038038038036
6931.748837956;125.35404408925103;0.4004004004004004
6931.750837956;108.23754953752739;0.42042042042042044
6931.752837956;112.32186332347517;0.44044044044044045
6931.754837956;142.05610646133175;0.46046046046046046
6931.756837956;103.91320157234907;0.4804804804804805
6931.758837956;109.00096874915121;0.5005005005005005
6931.760837956;148.88587195578455;0.5205205205205206
6931.762837956;138.5936223204682;0.5405405405405406
6931.764837956;93.79347400232433;0.5605605605605606
6931.766837956;104.07376131109613;0.5805805805805806
6931.768837956;122.33695786528267;0.6006006006006006
6931.770837956;88.69838569449772;0.6206206206206206
6931.772837956;105.76549700675156;0.6406406406406406
6931.774837956;120.57503135032539;0.6606606606606606
6931.776837956;69.81513872188488;0.6806806806806807
6931.778837956;86.38521960105709;0.7007007007007007
6931.780837956;92.66478354784657;0.7207207207207207
6931.782837956;65.69703945482627;0.7407407407407407
6931.784837956;49.95527979873083;0.7607607607607607
6931.786837956;56.57130090766664;0.7807807807807807
6931.788837956;80.89478659919065;0.8008008008008008
6931.790837956;57.025017623547285;0.8208208208208209
6931.792837956;35.76861975222271;0.8408408408408409
6931.794837956;29.195190304347467;0.8608608608608609
6931.796837956;44.06089601165656;0.8808808808808809
6931.798837956;21.696077935424256;0.9009009009009009
6931.800837956;30.9006208839064;0.9209209209209209
6931.802837956;19.996373800147797;0.9409409409409409
6931.804837956;28.484155137772547;0.960960960960961
6931.806837956;13.918958521381718;0.980980980980981
6931.808837956;23.230354796274952;1.001001001001001
6931.810837956;33.418391058268476;1.021021021021021
6931.812837956;0.0;1.0410410410410411
6931.814837956;0.0;1.0610610610610611
6931.816837956;0.0;1.0810810810810811
6931.818837956;0.0;1.1011011011011012
6931.820837956;0.0;1.1211211211211212
6931.822837956;0.0;1.1411411411411412
6931.824837956;0.0;1.1611611611611612
6931.826837956;0.0;1.1811811811811812
6931.828837956;6.862344210480941;1.2012012012012012
6931.830837956;0.0;1.2212212212212212
6931.832837956;0.0;1.2412412412412412
6931.834837956;0.0;1.2612612612612613
6931.836837956;0.0;1.2812812812812813
6931.838837956;0.0;1.3013013013013013
6931.840837956;8.022696891324088;1.3213213213213213
6931.842837956;0.0;1.3413413413413413
6931.844837956;0.0;1.3613613613613613
6931.846837956;0.0;1.3813813813813813
6931.848837956;0.0;1.4014014014014013
6931.850837956;6.461353486727134;1.4214214214214214
6931.852837956;10.524923311660515;1.4414414414414414
6931.854837956;0.0;1.4614614614614614
6931.856837956;3.528251892548816;1.4814814814814814
6931.858837956;19.049580510998993;1.5015015015015014
