time_s,force_n,position_mm
11062.389182391,24.909184320298206,0.0
11062.389382391,28.648038689071996,0.01
11062.389582391,32.05163261860103,0.02
11062.389782391,11.910972059217194,0.03
11062.389982391,22.712750714838965,0.04
11062.390182391,31.10995509957589,0.05
11062.390382391,46.85242119700013,0.06
11062.390582390999,55.04118503943814,0.07
11062.390782391,47.19792612258878,0.08
11062.390982391,47.25894923510574,0.09
11062.391182391,47.923828191698554,0.1
11062.391382391,81.87346730418372,0.11
11062.391582391,77.94508479305762,0.12
11062.391782391,36.16695724565366,0.13
11062.391982391,42.1990643812195,0.14
11062.392182391,69.84681344243855,0.15
11062.392382390999,40.07162091784629,0.16
11062.392582391,85.38078491671753,0.17
11062.392782391,51.97870160976486,0.18
11062.392982391,52.35787120154753,0.19
11062.393182391,62.71016379488195,0.2
11062.393382391,47.60240263253751,0.21
11062.393582391,64.69271861195125,0.22
11062.393782391,68.66920387597767,0.23
11062.393982391,41.90819056427888,0.24
11062.394182390999,56.276993751503326,0.25
11062.394382391,39.34495923042861,0.26
11062.394582391,61.39760947601611,0.27
11062.394782391,40.76731737723122,0.28
11062.394982391,26.20980044919935,0.29
11062.395182391,49.956386669081326,0.3
11062.395382391,38.915808641496675,0.31
11062.395582391,66.11540791990852,0.32
11062.395782391,63.65305069423332,0.33
11062.395982390999,53.17827853345776,0.34
11062.396182391,27.46611439352998,0.35
11062.396382391,61.95890176495942,0.36
11062.396582391,54.3681680858922,0.37
11062.396782391,58.62923770136504,0.38
11062.396982391,20.67078623945659,0.39
11062.397182391,57.98908035362999,0.4
11062.397382391,59.3465595434117,0.41
11062.397582391,43.412499398071034,0.42
11062.397782390999,84.16829479729529,0.43
11062.397982391,46.836298905234464,0.44
11062.398182391,72.882508533555,0.45
11062.398382391,41.74318376783916,0.46
11062.398582391,40.98275037046112,0.47
11062.398782391,72.29941752749549,0.48
11062.398982391,39.746114782834916,0.49
11062.399182391,76.42009915436753,0.5
11062.399382391,55.79704400483848,0.51
11062.399582390999,93.41791213546952,0.52
11062.399782391,75.79908423437942,0.53
11062.399982391,53.55732560564032,0.54
11062.400182391,67.48212485008688,0.55
11062.400382391,57.429015690953605,0.56
11062.400582391,45.76057146261396,0.57
11062.400782391,47.73159272473615,0.58
11062.400982391,35.817618163302356,0.59
11062.401182391,38.96296097547602,0.6
11062.401382390999,27.24563990240147,0.61
11062.401582391,27.612345297163465,0.62
11062.401782391,51.37939427715501,0.63
11062.401982391,57.952178776466006,0.64
11062.402182391,37.05633909405262,0.65
11062.402382391,54.88446674248296,0.66
11062.402582391,42.39259545021492,0.67
11062.402782391,37.59072136611484,0.68
11062.402982391,44.90107372703379,0.69
11062.403182390999,60.72661117224011,0.7
11062.403382391,43.44984901788771,0.71
11062.403582391,43.26169156938302,0.72
11062.403782391,56.05387851572223,0.73
11062.403982391,65.01023470929871,0.74
11062.404182391,21.783482060027193,0.75
11062.404382391,36.59850490162921,0.76
11062.404582391,29.690487629066805,0.77
11062.404782391,53.956760616819835,0.78
11062.404982390999,64.8029405796301,0.79
11062.405182391,90.04002882735426,0.8
11062.405382391,35.990265418959204,0.81
11062.405582391,66.03752303895118,0.82
11062.405782391,55.71210560553256,0.83
11062.405982391,60.29890778674077,0.84
11062.406182391,67.49094060915688,0.85
11062.406382391,66.17584714222404,0.86
11062.406582391,46.097787043942255,0.87
11062.406782390999,42.00295335058582,0.88
11062.406982391,51.605489128625095,0.89
11062.407182391,57.594847473890624,0.9
11062.407382391,60.32768746293607,0.91
11062.407582391,59.73406463583103,0.92
11062.407782391,49.53094244252037,0.93
11062.407982391,30.31465127621277,0.94
