t;force_n;position_mm
3658.035758316;24.078697731863297;0.0
3658.037758316;80.23213832064435;0.1
3658.0397583159997;72.69185130320987;0.2
3658.0417583159997;63.12419101203382;0.3
3658.0437583159996;31.789699891816717;0.4
3658.045758316;75.92187938164253;0.5
3658.047758316;26.880527755458345;0.6
3658.049758316;31.9579267740425;0.7
3658.051758316;38.799101432118526;0.8
3658.053758316;42.32690603458545;0.9
3658.055758316;54.803186949630216;1.0
3658.0577583159998;50.09873362800655;1.1
3658.0597583159997;47.36124233192736;1.2
3658.0617583159997;58.777052368600714;1.3
3658.0637583159996;33.19500930697595;1.4
3658.065758316;78.03964508114763;1.5
3658.067758316;57.003664183894806;1.6
3658.069758316;63.478763337894875;1.7
3658.071758316;69.95620256132155;1.8
3658.073758316;64.8791790818533;1.9
3658.075758316;39.17043147514375;2.0
3658.0777583159997;66.36139660517809;2.1
3658.0797583159997;33.4314145222276;2.2
3658.0817583159997;30.66379771238178;2.3
3658.0837583159996;40.62484256393593;2.4
3658.085758316;56.90869371325003;2.5
3658.087758316;48.50212087809898;2.6
3658.089758316;29.601789826780387;2.7
3658.091758316;52.21971980897835;2.8
3658.093758316;51.2723134679522;2.9
3658.095758316;43.93637407260523;3.0
3658.0977583159997;49.39355805793449;3.1
3658.0997583159997;58.621599649721716;3.2
3658.1017583159996;57.67295084140198;3.3
3658.103758316;84.38448727668163;3.4
3658.105758316;18.697692701400857;3.5
3658.107758316;65.82887733447018;3.6
3658.109758316;42.91111947353861;3.7
3658.111758316;33.69788049014049;3.8
3658.113758316;56.213115206342714;3.9
3658.1157583159998;48.02436024425503;4.0
3658.1177583159997;45.04968239217215;4.1
3658.1197583159997;43.06684583212726;4.2
3658.1217583159996;62.94936989062202;4.3
3658.123758316;44.94389626910229;4.4
3658.125758316;55.69435679758007;4.5
3658.127758316;45.02736518803296;4.6
3658.129758316;76.04426254688303;4.7
3658.131758316;63.54241190129601;4.8
3658.133758316;55.02751598454135;4.9
3658.1357583159997;0.0;5.0
3658.1377583159997;0.0;5.1
3658.1397583159996;0.0;5.2
3658.141758316;0.0;5.3
3658.143758316;0.0;5.4
3658.145758316;0.0;5.5
3658.147758316;0.0;5.6
3658.149758316;0.0;5.7
3658.151758316;0.0;5.8
3658.1537583159998;0.0;5.9
3658.1557583159997;0.0;6.0
3658.1577583159997;0.0;6.1
3658.1597583159996;0.0;6.2
3658.161758316;0.0;6.3
3658.163758316;0.0;6.4
3658.165758316;0.0;6.5
3658.167758316;0.0;6.6
3658.169758316;0.0;6.7
3658.171758316;0.0;6.8
3658.1737583159997;0.0;6.9
3658.1757583159997;0.0;7.0
3658.1777583159997;0.0;7.1
3658.1797583159996;0.0;7.2
3658.181758316;0.0;7.3
3658.183758316;0.0;7.4
3658.185758316;0.0;7.5
3658.187758316;0.0;7.6
3658.189758316;0.0;7.7
3658.191758316;0.0;7.8
3658.1937583159997;0.0;7.9
3658.1957583159997;0.0;8.0
3658.1977583159996;0.0;8.1
3658.199758316;0.0;8.2
3658.201758316;0.0;8.3
3658.203758316;0.0;8.4
3658.205758316;0.0;8.5
3658.207758316;0.0;8.6
3658.209758316;0.0;8.7
3658.2117583159998;0.0;8.8
3658.2137583159997;0.0;8.9
3658.2157583159997;0.0;9.0
3658.2177583159996;0.0;9.1
3658.219758316;0.0;9.2
3658.221758316;0.0;9.3
3658.223758316;0.0;9.4
3658.225758316;0.0;9.5
3658.227758316;0.0;9.6
3658.229758316;0.0;9.7
3658.2317583159997;0.0;9.8
3658.2337583159997;0.0;9.9
3658.2357583159996;0.0;10.0
3658.237758316;8962.81522154772;10.1
3658.239758316;8889.749141635173;10.2
3658.241758316;9011.739309038;10.3
3658.243758316;8876.614932033044;10.4
3658.245758316;9015.096338413867;10.5
3658.247758316;8916.395253082166;10.6
3658.2497583159998;8945.478190652353;10.7
3658.2517583159997;8910.919404194774;10.8
3658.2537583159997;8920.968609719714;10.9
3658.2557583159996;8912.892924246753;11.0
3658.257758316;8910.575014569607;11.1
3658.259758316;8836.7995622568;11.2
3658.261758316;8889.429534876015;11.3
3658.263758316;8847.37121275635;11.4
3658.265758316;8880.97958304883;11.5
3658.267758316;8845.30230771238;11.6
3658.2697583159998;8877.688794585329;11.7
3658.2717583159997;8861.708828223722;11.8
3658.2737583159997;8847.688272567206;11.9
3658.2757583159996;8763.520090296897;12.0
3658.277758316;8792.571123812144;12.1
3658.279758316;8776.403963130966;12.2
3658.281758316;8800.862774510442;12.3
3658.283758316;8785.155717644715;12.4
3658.285758316;8767.042256694236;12.5
3658.287758316;8750.935356925145;12.6
3658.2897583159997;8747.11245408532;12.7
3658.2917583159997;8700.591953483014;12.8
3658.2937583159996;8728.77223492709;12.9
3658.295758316;8702.541115675831;13.0
3658.297758316;8687.146887858418;13.1
3658.299758316;8665.600514228112;13.2
3658.301758316;8675.053719961383;13.3
3658.303758316;8654.639474368887;13.4
3658.305758316;8707.368309950405;13.5
3658.3077583159998;8776.585865263072;13.6
3658.3097583159997;8583.925861754662;13.7
3658.3117583159997;8664.513759670734;13.8
3658.3137583159996;8593.380995276948;13.9
3658.315758316;8562.85444834374;14.0
3658.317758316;8610.804196568133;14.1
3658.319758316;8553.089119361592;14.2
3658.321758316;8603.164782620444;14.3
3658.323758316;8546.625793531754;14.4
3658.325758316;8597.034590154772;14.5
3658.3277583159997;8538.185849720348;14.6
3658.3297583159997;8539.2715366549;14.7
3658.3317583159997;8537.035745429335;14.8
3658.3337583159996;8486.534565770724;14.9
3658.335758316;8476.326341723448;15.0
3658.337758316;8420.906156211076;15.1
3658.339758316;8430.39811260927;15.2
3658.341758316;8447.167581192605;15.3
3658.343758316;8463.947330275212;15.4
3658.345758316;8355.418028427015;15.5
3658.3477583159997;8508.992043198477;15.6
3658.3497583159997;8484.935473994992;15.7
3658.3517583159996;8418.977630947875;15.8
3658.353758316;8399.172761572097;15.9
3658.355758316;8397.506940970916;16.0
3658.357758316;8456.885927415957;16.1
3658.359758316;8327.817932183065;16.2
3658.361758316;8335.844758822757;16.3
3658.363758316;8409.486021641098;16.4
3658.3657583159998;8325.009520569774;16.5
3658.3677583159997;8415.27834278179;16.6
3658.3697583159997;8334.415557207258;16.7
3658.3717583159996;8329.136140812096;16.8
3658.373758316;8239.396518643705;16.9
3658.375758316;8305.156547864646;17.0
3658.377758316;8280.518180346471;17.1
3658.379758316;8299.798682431194;17.2
3658.381758316;8296.1542952995;17.3
3658.383758316;8305.48416901648;17.4
3658.3857583159997;8280.562796282113;17.5
3658.3877583159997;8233.75462792989;17.6
3658.3897583159996;8212.241127344807;17.7
3658.391758316;8165.5052654828905;17.8
3658.393758316;8235.250846874773;17.9
3658.395758316;8271.941670481736;18.0
3658.397758316;8212.865761338391;18.1
3658.399758316;8137.302894567794;18.2
3658.401758316;8167.807304659955;18.3
3658.4037583159998;8137.533825292033;18.4
3658.4057583159997;8125.300619098624;18.5
3658.4077583159997;8124.43800764791;18.6
3658.4097583159996;8162.770051524626;18.7
3658.411758316;8092.205040560919;18.8
3658.413758316;8151.323759911727;18.9
3658.415758316;8138.535822534005;19.0
3658.417758316;8069.754087435386;19.1
3658.419758316;8099.881040180591;19.2
3658.421758316;8075.551950087695;19.3
3658.4237583159997;8077.389464310367;19.4
3658.4257583159997;8097.177318155245;19.5
3658.4277583159997;8064.980015950261;19.6
3658.4297583159996;8015.626224852058;19.7
3658.431758316;7954.029674399398;19.8
3658.433758316;8038.400891181114;19.9
3658.435758316;8008.889750187781;20.0
3658.437758316;7943.657267843215;20.1
3658.439758316;7936.86756539789;20.2
3658.441758316;7961.669401446507;20.3
3658.4437583159997;8009.567671521233;20.4
3658.4457583159997;7911.348132637905;20.5
3658.4477583159996;7943.303389946704;20.6
3658.449758316;7993.437492362445;20.7
3658.451758316;7917.998780540578;20.8
3658.453758316;7939.177567425832;20.9
3658.455758316;7915.954797326785;21.0
3658.457758316;7855.689963725658;21.1
3658.459758316;7913.217323835675;21.2
3658.4617583159998;7932.836406372062;21.3
3658.4637583159997;7874.214767395897;21.4
3658.4657583159997;7868.700781045654;21.5
3658.4677583159996;7844.259719127616;21.6
3658.469758316;7779.110133234057;21.7
3658.471758316;7808.997844821771;21.8
3658.473758316;7787.848705415103;21.9
3658.475758316;7806.68705734507;22.0
3658.477758316;7751.350325404802;22.1
3658.479758316;7776.5625905664165;22.2
3658.4817583159997;7791.317811052988;22.3
3658.4837583159997;7785.326637961186;22.4
3658.4857583159996;7733.443414571933;22.5
3658.487758316;7726.92092811019;22.6
3658.489758316;7720.299000269919;22.7
3658.491758316;7763.831494622292;22.8
3658.493758316;7770.010877463887;22.9
3658.495758316;7743.005106086012;23.0
3658.497758316;7689.147819235553;23.1
3658.4997583159998;7675.090537320825;23.2
3658.5017583159997;7644.250436668973;23.3
3658.5037583159997;7651.56521035187;23.4
3658.5057583159996;7631.567069266856;23.5
3658.507758316;7579.8516267025625;23.6
3658.509758316;7661.123182214587;23.7
3658.511758316;7616.565311747008;23.8
3658.513758316;7608.823392919184;23.9
