time_s,force_n,position_mm
7407.478833687,43.09579250970807,0.0
7407.479033687,41.724186128622925,0.01
7407.479233687,0.8552901936954953,0.02
7407.479433687,36.157328705278545,0.03
7407.4796336869995,53.799540850161286,0.04
7407.479833687,43.31600502690875,0.05
7407.480033686999,49.864982226297066,0.06
7407.480233687,58.5011459470588,0.07
7407.480433686999,56.650244087156125,0.08
7407.480633687,62.22282067114691,0.09
7407.480833687,29.254650810163536,0.1
7407.481033687,25.603249975293828,0.11
7407.481233687,45.06088282846356,0.12
7407.4814336869995,39.2932369321953,0.13
7407.481633687,49.35052607483862,0.14
7407.481833686999,68.00643388786146,0.15
7407.482033687,60.337776251057484,0.16
7407.482233686999,94.43368376693726,0.17
7407.482433687,72.96148069713391,0.18
7407.482633687,42.47923421717379,0.19
7407.482833687,68.117379395796,0.2
7407.483033687,47.30048521991581,0.21
7407.4832336869995,57.91606413475638,0.22
7407.483433687,56.778408645098814,0.23
7407.483633686999,47.913932272117215,0.24
7407.483833687,31.990932571263205,0.25
7407.484033686999,18.92673738692913,0.26
7407.484233687,49.680209885025086,0.27
7407.484433687,14.917931532038047,0.28
7407.484633687,58.365907751462615,0.29
7407.484833687,48.31527484895762,0.3
7407.4850336869995,71.38210738979801,0.31
7407.485233687,45.56433457977842,0.32
7407.485433686999,44.87702967584497,0.33
7407.485633687,59.248144129868265,0.34
7407.485833686999,25.341255034440294,0.35
7407.486033687,45.1083789710637,0.36
7407.486233687,30.7564446667519,0.37
7407.486433687,32.2977858327546,0.38
7407.486633687,25.251693603146276,0.39
7407.4868336869995,44.63384854243332,0.4
7407.487033687,23.708764890707982,0.41
7407.487233686999,70.4258677407926,0.42
7407.487433687,48.86734169673538,0.43
7407.487633686999,36.238437171967234,0.44
7407.487833687,40.3153917800266,0.45
7407.488033687,74.37543656522703,0.46
7407.488233687,41.944913738228905,0.47
7407.488433687,36.12302324266399,0.48
7407.4886336869995,18.390158610866614,0.49
7407.488833687,87.7646578522727,0.5
7407.489033686999,45.80765535405544,0.51
7407.489233687,53.08382058901004,0.52
7407.489433686999,25.799057985772627,0.53
7407.489633687,57.67236082449897,0.54
7407.489833687,44.66275299979081,0.55
7407.490033687,30.80502687503468,0.56
7407.490233687,45.154424631371775,0.57
7407.4904336869995,42.116698290383894,0.58
7407.490633687,31.354572574985706,0.59
7407.490833686999,50.71374537903817,0.6
7407.491033687,48.13159586259144,0.61
7407.491233686999,43.96054952806228,0.62
7407.491433687,54.748889708930264,0.63
7407.491633687,71.50102133622732,0.64
7407.491833687,62.19845964961233,0.65
7407.492033687,42.66622484189837,0.66
