time_s,force_n,position_mm
12135.062603371,54.25036103525509,0.0
12135.062803371,40.985365088306224,0.01
12135.063003371,8.023166258930296,0.02
12135.063203370999,55.41797830666545,0.03
12135.063403371,46.657734819047946,0.04
12135.063603371,49.553627390327115,0.05
12135.063803371,41.93982745729161,0.06
12135.064003370999,66.86215818298528,0.07
12135.064203371,46.84007980640368,0.08
12135.064403371,33.47434180673132,0.09
12135.064603371,44.564334876923596,0.1
12135.064803371,39.646006506024285,0.11
12135.065003370999,53.23491589680048,0.12
12135.065203371,65.06828655879242,0.13
12135.065403371,45.090968314128176,0.14
12135.065603371,44.685582932184346,0.15
12135.065803370999,30.562229216154428,0.16
12135.066003371,37.99207640778761,0.17
12135.066203371,56.40913620825503,0.18
12135.066403371,72.61705011233367,0.19
12135.066603371,35.51471032476784,0.2
12135.066803370999,39.75945083999618,0.21
12135.067003371,42.64803826009924,0.22
12135.067203371,83.44239024770991,0.23
12135.067403371,70.08719014480215,0.24
12135.067603370999,28.82252091045252,0.25
12135.067803371,38.32932517060843,0.26
12135.068003371,27.264579311608273,0.27
12135.068203371,72.72932960557713,0.28
12135.068403371,35.77051810076651,0.29
12135.068603370999,44.20252969357411,0.3
12135.068803371,53.16493930206906,0.31
12135.069003371,39.91674191248297,0.32
12135.069203371,52.06033371395731,0.33
12135.069403370999,60.545499628052895,0.34
12135.069603371,49.23439929988408,0.35
12135.069803371,67.86835952207865,0.36
12135.070003371,55.312047259462744,0.37
12135.070203371,26.361415695960545,0.38
12135.070403370999,46.68793247580818,0.39
12135.070603371,63.94150841666135,0.4
12135.070803371,45.81551696877137,0.41
12135.071003371,62.58262117804817,0.42
12135.071203370999,46.72815369636083,0.43
12135.071403371,37.463233267992415,0.44
12135.071603371,48.650487759318935,0.45
12135.071803371,42.92655525379894,0.46
12135.072003371,64.95299286357125,0.47
12135.072203370999,50.534369968767,0.48
12135.072403371,55.32240657804988,0.49
12135.072603371,21.91562969739005,0.5
12135.072803371,31.163780773602927,0.51
12135.073003370999,21.449075998357955,0.52
12135.073203371,57.28216390357939,0.53
12135.073403371,52.75972964111703,0.54
12135.073603371,65.01649978949106,0.55
12135.073803371,26.511210396420392,0.56
12135.074003370999,92.89369413206532,0.57
12135.074203371,52.77001935199818,0.58
12135.074403371,8.22349655790358,0.59
12135.074603371,61.151203424376945,0.6
12135.074803370999,46.45540830787119,0.61
12135.075003371,12.958813258590574,0.62
