t;force_n;position_mm
2261.416901669;14.922346349683217;0.0
2261.4189016689998;46.1800185666774;0.1
2261.4209016689997;57.386149045566476;0.2
2261.4229016689997;51.47065594439645;0.3
2261.4249016689996;40.97516192971513;0.4
2261.426901669;48.38935845042832;0.5
2261.428901669;44.22016628946666;0.6
2261.430901669;35.41957995209902;0.7
2261.432901669;69.61967653798291;0.8
2261.434901669;46.006873805346096;0.9
2261.436901669;46.37873906848899;1.0
2261.4389016689997;71.02324129320499;1.1
2261.4409016689997;16.48796387132103;1.2
2261.4429016689996;52.634402445672244;1.3
2261.4449016689996;62.89552749990919;1.4
2261.446901669;33.79243286608953;1.5
2261.448901669;68.14974695003855;1.6
2261.450901669;62.68633527291001;1.7
2261.452901669;66.44515412530023;1.8
2261.454901669;49.17632401820185;1.9
2261.4569016689998;38.124630452268484;2.0
2261.4589016689997;66.59865098330778;2.1
2261.4609016689997;28.846745840448737;2.2
2261.4629016689996;32.81805870360715;2.3
2261.4649016689996;43.7843764831523;2.4
2261.466901669;54.18452117030616;2.5
2261.468901669;35.484974219131175;2.6
2261.470901669;32.75430912708464;2.7
2261.472901669;25.726351025792635;2.8
2261.474901669;90.10221880425009;2.9
2261.4769016689997;48.13562734731796;3.0
2261.4789016689997;40.10896794324101;3.1
2261.4809016689996;65.84244728423604;3.2
2261.4829016689996;52.06275581917445;3.3
2261.484901669;54.29958071144347;3.4
2261.486901669;85.8406289180769;3.5
2261.488901669;48.99785896393179;3.6
2261.490901669;11.669818673511323;3.7
2261.492901669;21.868331659348488;3.8
2261.494901669;59.72038236093058;3.9
2261.4969016689997;20.511171307612276;4.0
2261.4989016689997;37.89865500801504;4.1
2261.5009016689996;49.03275790304194;4.2
2261.5029016689996;65.98717605429472;4.3
2261.504901669;55.16206003551905;4.4
2261.506901669;44.09802860851944;4.5
2261.508901669;63.806766002930694;4.6
2261.510901669;64.1066407043633;4.7
2261.512901669;62.90633418092095;4.8
2261.5149016689998;63.999698825774885;4.9
2261.5169016689997;0.0;5.0
2261.5189016689997;0.0;5.1
2261.5209016689996;0.0;5.2
2261.522901669;0.0;5.3
2261.524901669;0.0;5.4
2261.526901669;0.0;5.5
2261.528901669;0.0;5.6
2261.530901669;0.0;5.7
2261.532901669;0.0;5.8
2261.5349016689997;0.0;5.9
2261.5369016689997;0.0;6.0
2261.5389016689996;0.0;6.1
2261.5409016689996;0.0;6.2
2261.542901669;0.0;6.3
